"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4562573";"";"0";"496.08";"1";"6.56";"11b";"Cc1ccc(N(C(=O)c2sc(C)nc2C)C(C(=O)NC2CCCCC2)c2ccc(Cl)cc2)cc1";"MIC";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4423980";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4422644";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4447756";"";"0";"576.51";"2";"6.95";"11e";"Cc1ccc(N(C(=O)c2sc(C)nc2C)C(C(=O)NC2CCCCC2)c2c(F)cc(Br)cc2F)cc1";"MIC";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4423980";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4422644";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL432957";"";"0";"842.84";"2";"1.49";"9";"CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CS[C@H]12)c1csc(N)n1)C(=O)O";"MIC";"'='";"0.063";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL671309";"The compound was tested in vitro for minimum inhibitory concentration against Escherichia coli 257";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1125212";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL57531";"";"0";"395.06";"0";"3.38";"1";"Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4407559";"Antibacterial activity against Escherichia coli DM4100 harboring deltatolC mutant measured after 18 to 20 hrs by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4406811";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL2336404";"";"0";"434.44";"0";"2.50";"19b4";"CCO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCC1NC";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2344251";"Antibacterial activity against Escherichia coli isolate 12-1";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2331542";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL33";"LEVOFLOXACIN";"4";"361.37";"0";"1.54";"Levofloxacin";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23";"MIC";"'='";"0.006";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1665120";"Antibacterial activity against Escherichia coli TOP10 by Etest method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1649536";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL1165158";"";"0";"358.82";"0";"4.74";"5j";"COc1cc(O)c(C(=O)/C=C/C=C(\Cl)c2ccc(C)cc2)c(OC)c1";"MIC";"'='";"100000.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1168536";"Antibacterial activity against Escherichia coli NCIM 2065 after 24 hrs by disc diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1165858";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL8";"CIPROFLOXACIN";"4";"331.35";"0";"1.58";"Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MIC";"'='";"0.023";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1279295";"Antimicrobial activity against Escherichia coli T-781 harboring expressing qnrB2 and beta-lactamase KPC-2 and SHV-12 gene by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275468";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL1082";"AMOXICILLIN";"4";"365.41";"0";"0.02";"Amoxicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1282069";"Antibacterial activity against Escherichia coli J53 harboring plasmid-encoded beta-lactamase OXA-48 by Etest method in presence of beta-lactamase inhibitor clavulanic acid";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275509";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL186";"CEFEPIME";"4";"480.57";"0";"-1.28";"Cefepime";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1";"MIC";"'>'";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286720";"Antimicrobial activity against beta-lactamase CTX-M-15-producing fluoroquinolone-resistant Escherichia coli FMV5825 expressing qnrB2 and aac(6')-Ib-cr and harboring gyrA Ser83Ile and Asp87Asn mutant gene and ParC Ser80Ile and Glu84Val mutant gene obtained from dog with urinary tract infection by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"CHEMBL3638201";"Urine";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275581";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL3039597";"GENTAMICIN";"4";"1390.73";"None";"None";"Gentamycin";"CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1116263";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by browth microdilution assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1157014";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL28463";"";"0";"773.03";"2";"3.91";"7g";"CC[C@H]1OC(=O)[C@H](C)[C@H]2OC3(CCN(c4ccc(C#N)cc4)CC3)O[C@](C)(C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O)[C@H](O[C@@H]1O[C@H](C)CC(N(C)C)[C@H]1O)[C@H]2C";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL857100";"In vitro antibacterial activity against Escherichia coli 51A0150";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136696";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL2338296";"";"0";"259.33";"0";"1.98";"4";"NNC(=O)c1cccnc1SCc1ccccc1";"MIC";"'='";"125.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2342204";"Antimicrobial activity against Escherichia coli MTCC 443 assessed as growth inhibition measured after overnight incubation by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2331210";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL1082";"AMOXICILLIN";"4";"365.41";"0";"0.02";"Amoxicillin";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286727";"Antimicrobial activity against Azide-resistant Escherichia coli J53 by broth microdilution method in presence of beta-lactamase inhibitor clavulanic acid";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275581";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL1276330";"";"0";"365.43";"0";"4.15";"3e";"CC(C)c1csc(-c2nnc3n2NC(c2ccc(F)cc2F)S3)n1";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1285180";"Antibacterial activity against Escherichia coli ATCC 10536 after 24 hrs by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275278";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL3039597";"GENTAMICIN";"4";"1390.73";"None";"None";"Gentamicin";"CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O";"MIC";"'='";"0.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1280224";"Antimicrobial activity against azide-resistant Escherichia coli J53 by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275501";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL1747";"TOBRAMYCIN";"4";"467.52";"2";"-6.30";"Tobramycin";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1280222";"Antimicrobial activity against azide-resistant Escherichia coli J53 harboring pCTX-M plasmid carrying blaCTX-M-15 gene by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275501";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL1440";"TETRACYCLINE";"4";"444.44";"1";"-0.21";"Tetracycline";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1280224";"Antimicrobial activity against azide-resistant Escherichia coli J53 by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275501";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL2403165";"";"0";"394.50";"1";"5.48";"10";"CCN(Cc1ccccc1)C(=O)Nc1cc(-c2ccc(C)cc2)sc1C(=O)O";"MIC";"'='";"21.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2404719";"Antibacterial activity against Escherichia coli expressing ToLC mutant assessed as growth inhibiiton after 18 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2401619";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None";""
"CHEMBL1276570";"";"0";"328.37";"0";"4.07";"4d";"COc1ccc(C2C(C#N)=C(N)Oc3ccc4ccccc4c32)cc1";"MIC";"'='";"150.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286297";"Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275291";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL1276751";"";"0";"323.35";"0";"2.24";"7a";"COc1ccc(C2c3ccccc3OC3NC(=O)N=C(N)C32)cc1";"MIC";"'='";"250.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286297";"Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275291";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL3220155";"";"0";"338.40";"1";"5.37";"3";"O=C1C2(CCCC13CC3c1ccc(F)cc1)CC2c1ccc(F)cc1";"MIC";"'='";"44300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3223340";"In vivo antibacterial activity against Escherichia coli GR501 harboring lig251 temperature-sensitive mutant gene transformed with plasmid encoding Mycobacterium tuberculosis NAD+ DNA ligase assessed as growth inhibition after 20 hrs by microdilution assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3217431";"1";"Scientific Literature";"MedChemComm";"2011";"None";""
"CHEMBL1276779";"";"0";"339.35";"0";"1.95";"7b";"COc1ccc(C2c3ccc(O)cc3OC3NC(=O)N=C(N)C32)cc1";"MIC";"'='";"250.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286297";"Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275291";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL8";"CIPROFLOXACIN";"4";"331.35";"0";"1.58";"Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1247073";"Antibacterial activity against Escherichia coli ATCC 25922 expressing KPC beta lactamase";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1240385";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL4464608";"";"0";"403.32";"0";"3.76";"13g";"NCC1CCN(c2nc3nc(N)ncc3cc2-c2c(Cl)cccc2Cl)CC1";"MIC";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL4407557";"Antibacterial activity against Escherichia coli DM4100 measured after 18 to 20 hrs in presence of permeabilizing agent PMBN by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4406811";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL1436";"CEFUROXIME";"4";"424.39";"0";"-0.54";"Cefuroxime";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1286726";"Antimicrobial activity against Azide-resistant Escherichia coli J53 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275581";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2009";"None";""
"CHEMBL148";"IMIPENEM";"4";"299.35";"0";"-0.18";"Imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1278333";"Antimicrobial activity against Escherichia coli DH5alpha harboring beta-lactamase VIM-16 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275469";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL1747";"TOBRAMYCIN";"4";"467.52";"2";"-6.30";"Tobramycin";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1278333";"Antimicrobial activity against Escherichia coli DH5alpha harboring beta-lactamase VIM-16 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275469";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL452501";"GARCINIANONE A";"0";"464.56";"1";"6.36";"8";"CC(C)=CCC/C(C)=C/CC1(CC=C(C)C)C(=O)C(O)=Cc2oc3cc(O)cc(O)c3c(=O)c21";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL3423612";"Antibacterial activity against Escherichia coli TISTR 780 by 2-fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3421562";"1";"Scientific Literature";"J. Nat. Prod.";"2015";"None";""
"CHEMBL1210007";"";"0";"384.28";"1";"5.11";"4f";"FC(F)(F)c1cc(N/N=C/c2cccnc2)c2cccc(C(F)(F)F)c2n1";"MIC";"'='";"6.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1211405";"Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1208682";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL1165325";"";"0";"404.85";"0";"4.45";"5h";"COc1cc(OC)cc(/C(Cl)=C/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1";"MIC";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1168537";"Antibacterial activity against Escherichia coli NCIM 2065 at > 100 mg/ml after 24 hrs by disc diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1165858";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL15413";"FLOMOXEF";"3";"496.47";"1";"-1.29";"Flomoxef";"CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21";"MIC";"'='";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1284962";"Antibacterial activity against Escherichia coli JM109 harboring recombinant pKHM-1 by microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275547";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2008";"None";""
"CHEMBL1210122";"";"0";"436.36";"1";"6.51";"4q";"Cc1cccc2c(/C=N/Nc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)c[nH]c12";"MIC";"'='";"6.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1211405";"Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1208682";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL1165159";"";"0";"374.82";"0";"4.44";"5k";"COc1cccc(/C(Cl)=C/C=C/C(=O)c2c(O)cc(OC)cc2OC)c1";"MIC";"'='";"100000.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL1168536";"Antibacterial activity against Escherichia coli NCIM 2065 after 24 hrs by disc diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1165858";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None";""
"CHEMBL211156";"";"0";"394.69";"1";"5.68";"31";"Cc1ccc(NC(=O)NC/C(C#N)=C\c2ccc(Cl)c(Cl)c2)cc1Cl";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL862937";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137433";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL90249";"";"0";"219.03";"0";"1.87";"7a";"COc1ccc(Br)c(O)c1O";"MIC";"'='";"50.0";"ug disk-1";"";"Non standard unit for type";"";"";"";"";"";"";"False";"CHEMBL682387";"Evaluated for antimicrobial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1133024";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL248591";"";"0";"913.12";"3";"5.23";"5i";"CC[C@H]1OC(=O)[C@H](C)[C@@H](OCc2cn(CC(=O)Nc3ccccn3)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](OC(=O)C(C)C)[C@]1(C)OC(=O)C(C)C";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL925190";"Antimicrobial activity against Escherichia coli NIHJ JC-2 by serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1140490";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL365932";"";"0";"327.45";"1";"5.59";"6";"COc1ccc(Nc2cc3sc(C)c(C)c3cc2C)cc1OC";"MIC";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL831400";"Minimal inhibitory concentration against Escherichia coli; Not active";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1138653";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL8";"CIPROFLOXACIN";"4";"331.35";"0";"1.58";"1e Ciprofloxacin";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MIC";"'='";"0.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL681533";"Tested in vitro against Escherichia coli NIHJ JC-2 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1126799";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None";""
